MCS,Contact Energy,Migration Coefficient,Proliferative Probability,Phenotype,Probability
400,3,0,0.8,No invasion,1
400,3,0,0.9,No invasion,1
400,3,0,1,No invasion,1
400,3,3,0,Multimodal invasion,0.083333333
400,3,3,0,No invasion,0.833333333
400,3,3,0,Single cell invasion,0.083333333
400,3,3,0.1,No invasion,0.916666667
400,3,3,0.1,Single cell invasion,0.083333333
400,3,3,0.2,No invasion,0.833333333
400,3,3,0.2,Single cell invasion,0.166666667
400,3,3,0.3,Bulk invasion,0.083333333
400,3,3,0.3,No invasion,0.75
400,3,3,0.3,Single cell invasion,0.166666667
400,3,3,0.4,No invasion,0.833333333
400,3,3,0.4,Single cell invasion,0.166666667
400,3,3,0.5,Bulk invasion,0.083333333
400,3,3,0.5,No invasion,0.833333333
400,3,3,0.5,Single cell invasion,0.083333333
400,3,3,0.6,No invasion,1
400,3,3,0.7,No invasion,0.833333333
400,3,3,0.7,Single cell invasion,0.166666667
400,3,3,0.8,No invasion,0.75
400,3,3,0.8,Single cell invasion,0.25
400,3,3,0.9,No invasion,1
400,3,3,1,No invasion,0.916666667
400,3,3,1,Single cell invasion,0.083333333
400,3,6,0,Bulk invasion,0.083333333
400,3,6,0,Multimodal invasion,0.416666667
400,3,6,0,No invasion,0.166666667
400,3,6,0,Single cell invasion,0.333333333
400,3,6,0.1,Bulk invasion,0.166666667
400,3,6,0.1,Multimodal invasion,0.75
400,3,6,0.1,Single cell invasion,0.083333333
400,3,6,0.2,Multimodal invasion,0.5
400,3,6,0.2,No invasion,0.083333333
400,3,6,0.2,Single cell invasion,0.416666667
400,3,6,0.3,Multimodal invasion,0.666666667
400,3,6,0.3,Single cell invasion,0.333333333
400,3,6,0.4,Bulk invasion,0.166666667
400,3,6,0.4,Multimodal invasion,0.333333333
400,3,6,0.4,No invasion,0.083333333
400,3,6,0.4,Single cell invasion,0.416666667
400,3,6,0.5,Multimodal invasion,0.416666667
400,3,6,0.5,No invasion,0.25
400,3,6,0.5,Single cell invasion,0.333333333
400,3,6,0.6,Multimodal invasion,0.416666667
400,3,6,0.6,No invasion,0.166666667
400,3,6,0.6,Single cell invasion,0.416666667
400,3,6,0.7,Bulk invasion,0.166666667
400,3,6,0.7,Multimodal invasion,0.416666667
400,3,6,0.7,Single cell invasion,0.416666667
400,3,6,0.8,Bulk invasion,0.166666667
400,3,6,0.8,Multimodal invasion,0.5
400,3,6,0.8,No invasion,0.083333333
400,3,6,0.8,Single cell invasion,0.25
400,3,6,0.9,Bulk invasion,0.166666667
400,3,6,0.9,Multimodal invasion,0.416666667
400,3,6,0.9,Single cell invasion,0.416666667
400,3,6,1,Bulk invasion,0.083333333
400,3,6,1,Multimodal invasion,0.666666667
400,3,6,1,Single cell invasion,0.25
400,3,9,0,Multimodal invasion,1
400,3,9,0.1,Multimodal invasion,0.916666667
400,3,9,0.1,Single cell invasion,0.083333333
400,3,9,0.2,Multimodal invasion,1
400,3,9,0.3,Multimodal invasion,1
400,3,9,0.4,Multimodal invasion,1
400,3,9,0.5,Multimodal invasion,1
400,3,9,0.6,Multimodal invasion,1
400,3,9,0.7,Multimodal invasion,0.916666667
400,3,9,0.7,Single cell invasion,0.083333333
400,3,9,0.8,Multimodal invasion,1
400,3,9,0.9,Multimodal invasion,0.916666667
400,3,9,0.9,Single cell invasion,0.083333333
400,3,9,1,Multimodal invasion,1
400,3,12,0,Multimodal invasion,1
400,3,12,0.1,Multimodal invasion,1
400,3,12,0.2,Multimodal invasion,1
400,3,12,0.3,Multimodal invasion,1
400,3,12,0.4,Multimodal invasion,1
400,3,12,0.5,Multimodal invasion,1
400,3,12,0.6,Multimodal invasion,1
400,3,12,0.7,Multimodal invasion,1
400,3,12,0.8,Multimodal invasion,1
400,3,12,0.9,Multimodal invasion,1
400,3,12,1,Multimodal invasion,1
400,3,15,0,Multimodal invasion,1
400,3,15,0.1,Multimodal invasion,1
400,3,15,0.2,Multimodal invasion,1
400,3,15,0.3,Multimodal invasion,1
400,3,15,0.4,Multimodal invasion,1
400,3,15,0.5,Multimodal invasion,1
400,3,15,0.6,Multimodal invasion,1
400,3,15,0.7,Multimodal invasion,1
400,3,15,0.8,Multimodal invasion,1
400,3,15,0.9,Multimodal invasion,1
400,3,15,1,Multimodal invasion,1
400,3,18,0,Multimodal invasion,1
400,3,18,0.1,Multimodal invasion,1
400,3,18,0.2,Multimodal invasion,1
400,3,18,0.3,Multimodal invasion,1
400,3,18,0.4,Multimodal invasion,1
400,3,18,0.5,Multimodal invasion,1
400,3,18,0.6,Multimodal invasion,1
400,3,18,0.7,Multimodal invasion,1
400,3,18,0.8,Multimodal invasion,1
400,3,18,0.9,Multimodal invasion,1
400,3,18,1,Multimodal invasion,1
400,3,21,0,Multimodal invasion,1
400,3,21,0.1,Multimodal invasion,1
400,3,21,0.2,Multimodal invasion,1
400,3,21,0.3,Multimodal invasion,1
400,3,21,0.4,Multimodal invasion,1
400,3,21,0.5,Multimodal invasion,1
400,3,21,0.6,Multimodal invasion,1
400,3,21,0.7,Multimodal invasion,1
400,3,21,0.8,Multimodal invasion,1
400,3,21,0.9,Multimodal invasion,1
400,3,21,1,Multimodal invasion,1
400,3,24,0,Multimodal invasion,1
400,3,24,0.1,Multimodal invasion,1
400,3,24,0.2,Multimodal invasion,1
400,3,24,0.3,Multimodal invasion,1
400,3,24,0.4,Multimodal invasion,1
400,3,24,0.5,Multimodal invasion,1
400,3,24,0.6,Multimodal invasion,1
400,3,24,0.7,Multimodal invasion,1
400,3,24,0.8,Multimodal invasion,1
400,3,24,0.9,Multimodal invasion,1
400,3,24,1,Multimodal invasion,1
400,3,27,0,Multimodal invasion,1
400,3,27,0.1,Multimodal invasion,1
400,3,27,0.2,Multimodal invasion,1
400,3,27,0.3,Multimodal invasion,1
400,3,27,0.4,Multimodal invasion,1
400,3,27,0.5,Multimodal invasion,1
400,3,27,0.6,Multimodal invasion,1
400,3,27,0.7,Multimodal invasion,1
400,3,27,0.8,Multimodal invasion,1
400,3,27,0.9,Multimodal invasion,1
400,3,27,1,Multimodal invasion,1
400,3,30,0,Multimodal invasion,1
400,3,30,0.1,Multimodal invasion,1
400,3,30,0.2,Multimodal invasion,1
400,3,30,0.3,Multimodal invasion,1
400,3,30,0.4,Multimodal invasion,1
400,3,30,0.5,Multimodal invasion,1
400,3,30,0.6,Multimodal invasion,1
400,3,30,0.7,Multimodal invasion,1
400,3,30,0.8,Multimodal invasion,1
400,3,30,0.9,Multimodal invasion,1
400,3,30,1,Multimodal invasion,1
400,4,0,0,No invasion,1
400,4,0,0.1,No invasion,0.833333333
400,4,0,0.1,Single cell invasion,0.166666667
400,4,0,0.2,No invasion,1
400,4,0,0.3,No invasion,1
400,4,0,0.4,No invasion,1
400,4,0,0.5,No invasion,1
400,4,0,0.6,No invasion,0.916666667
400,4,0,0.6,Single cell invasion,0.083333333
400,4,0,0.7,No invasion,1
400,4,0,0.8,No invasion,0.916666667
400,4,0,0.8,Single cell invasion,0.083333333
400,4,0,0.9,No invasion,1
400,4,0,1,No invasion,1
400,4,3,0,Bulk invasion,0.083333333
400,4,3,0,No invasion,0.25
400,4,3,0,Single cell invasion,0.666666667
400,4,3,0.1,No invasion,0.5
400,4,3,0.1,Single cell invasion,0.5
400,4,3,0.2,Multimodal invasion,0.083333333
400,4,3,0.2,No invasion,0.333333333
400,4,3,0.2,Single cell invasion,0.583333333
400,4,3,0.3,Bulk invasion,0.083333333
400,4,3,0.3,No invasion,0.416666667
400,4,3,0.3,Single cell invasion,0.5
400,4,3,0.4,No invasion,0.416666667
400,4,3,0.4,Single cell invasion,0.583333333
400,4,3,0.5,No invasion,0.666666667
400,4,3,0.5,Single cell invasion,0.333333333
400,4,3,0.6,No invasion,0.583333333
400,4,3,0.6,Single cell invasion,0.416666667
400,4,3,0.7,No invasion,0.583333333
400,4,3,0.7,Single cell invasion,0.416666667
400,4,3,0.8,Bulk invasion,0.083333333
400,4,3,0.8,No invasion,0.583333333
400,4,3,0.8,Single cell invasion,0.333333333
400,4,3,0.9,Bulk invasion,0.083333333
400,4,3,0.9,No invasion,0.416666667
400,4,3,0.9,Single cell invasion,0.5
400,4,3,1,Bulk invasion,0.166666667
400,4,3,1,No invasion,0.416666667
400,4,3,1,Single cell invasion,0.416666667
400,4,6,0,Multimodal invasion,0.666666667
400,4,6,0,Single cell invasion,0.333333333
400,4,6,0.1,Multimodal invasion,0.833333333
400,4,6,0.1,Single cell invasion,0.166666667
400,4,6,0.2,Multimodal invasion,0.416666667
400,4,6,0.2,Single cell invasion,0.583333333
400,4,6,0.3,Multimodal invasion,0.583333333
400,4,6,0.3,Single cell invasion,0.416666667
400,4,6,0.4,Multimodal invasion,0.583333333
400,4,6,0.4,Single cell invasion,0.416666667
400,4,6,0.5,Multimodal invasion,0.583333333
400,4,6,0.5,Single cell invasion,0.416666667
400,4,6,0.6,Multimodal invasion,0.583333333
400,4,6,0.6,Single cell invasion,0.416666667
400,4,6,0.7,Multimodal invasion,0.583333333
400,4,6,0.7,Single cell invasion,0.416666667
400,4,6,0.8,Multimodal invasion,0.666666667
400,4,6,0.8,Single cell invasion,0.333333333
400,4,6,0.9,Multimodal invasion,0.833333333
400,4,6,0.9,Single cell invasion,0.166666667
400,4,6,1,Multimodal invasion,0.75
400,4,6,1,Single cell invasion,0.25
400,4,9,0,Multimodal invasion,1
400,4,9,0.1,Multimodal invasion,0.916666667
400,4,9,0.1,Single cell invasion,0.083333333
400,4,9,0.2,Multimodal invasion,1
400,4,9,0.3,Multimodal invasion,1
400,4,9,0.4,Multimodal invasion,1
400,4,9,0.5,Multimodal invasion,0.916666667
400,4,9,0.5,Single cell invasion,0.083333333
400,4,9,0.6,Multimodal invasion,1
400,4,9,0.7,Multimodal invasion,0.916666667
400,4,9,0.7,Single cell invasion,0.083333333
400,4,9,0.8,Multimodal invasion,1
400,4,9,0.9,Multimodal invasion,1
400,4,9,1,Multimodal invasion,1
400,4,12,0,Multimodal invasion,1
400,4,12,0.1,Multimodal invasion,1
400,4,12,0.2,Multimodal invasion,1
400,4,12,0.3,Multimodal invasion,1
400,4,12,0.4,Multimodal invasion,1
400,4,12,0.5,Multimodal invasion,1
400,4,12,0.6,Multimodal invasion,1
400,4,12,0.7,Multimodal invasion,1
400,4,12,0.8,Multimodal invasion,1
400,4,12,0.9,Multimodal invasion,1
400,4,12,1,Multimodal invasion,1
400,4,15,0,Multimodal invasion,1
400,4,15,0.1,Multimodal invasion,1
400,4,15,0.2,Multimodal invasion,1
400,4,15,0.3,Multimodal invasion,1
400,4,15,0.4,Multimodal invasion,1
400,4,15,0.5,Multimodal invasion,1
400,4,15,0.6,Multimodal invasion,1
400,4,15,0.7,Multimodal invasion,1
400,4,15,0.8,Multimodal invasion,1
400,4,15,0.9,Multimodal invasion,1
400,4,15,1,Multimodal invasion,1
400,4,18,0,Multimodal invasion,1
400,4,18,0.1,Multimodal invasion,1
400,4,18,0.2,Multimodal invasion,1
400,4,18,0.3,Multimodal invasion,1
400,4,18,0.4,Multimodal invasion,1
400,4,18,0.5,Multimodal invasion,1
400,4,18,0.6,Multimodal invasion,1
400,4,18,0.7,Multimodal invasion,1
400,4,18,0.8,Multimodal invasion,1
400,4,18,0.9,Multimodal invasion,1
400,4,18,1,Multimodal invasion,1
400,4,21,0,Multimodal invasion,1
400,4,21,0.1,Multimodal invasion,1
400,4,21,0.2,Multimodal invasion,1
400,4,21,0.3,Multimodal invasion,1
400,4,21,0.4,Multimodal invasion,1
400,4,21,0.5,Multimodal invasion,1
400,4,21,0.6,Multimodal invasion,1
400,4,21,0.7,Multimodal invasion,1
400,4,21,0.8,Multimodal invasion,1
400,4,21,0.9,Multimodal invasion,1
400,4,21,1,Multimodal invasion,1
400,4,24,0,Multimodal invasion,1
400,4,24,0.1,Multimodal invasion,1
400,4,24,0.2,Multimodal invasion,1
400,4,24,0.3,Multimodal invasion,1
400,4,24,0.4,Multimodal invasion,1
400,4,24,0.5,Multimodal invasion,1
400,4,24,0.6,Multimodal invasion,1
400,4,24,0.7,Multimodal invasion,1
400,4,24,0.8,Multimodal invasion,1
400,4,24,0.9,Multimodal invasion,1
400,4,24,1,Multimodal invasion,1
400,4,27,0,Multimodal invasion,1
400,4,27,0.1,Multimodal invasion,1
400,4,27,0.2,Multimodal invasion,1
400,4,27,0.3,Multimodal invasion,1
400,4,27,0.4,Multimodal invasion,1
400,4,27,0.5,Multimodal invasion,1
400,4,27,0.6,Multimodal invasion,1
400,4,27,0.7,Multimodal invasion,1
400,4,27,0.8,Multimodal invasion,1
400,4,27,0.9,Multimodal invasion,1
400,4,27,1,Multimodal invasion,1
400,4,30,0,Multimodal invasion,1
400,4,30,0.1,Multimodal invasion,1
400,4,30,0.2,Multimodal invasion,1
400,4,30,0.3,Multimodal invasion,1
400,4,30,0.4,Multimodal invasion,1
400,4,30,0.5,Multimodal invasion,1
400,4,30,0.6,Multimodal invasion,1
400,4,30,0.7,Multimodal invasion,1
400,4,30,0.8,Multimodal invasion,1
400,4,30,0.9,Multimodal invasion,1
400,4,30,1,Multimodal invasion,1
400,5,0,0,No invasion,0.916666667
400,5,0,0,Single cell invasion,0.083333333
400,5,0,0.1,No invasion,1
400,5,0,0.2,No invasion,0.916666667
400,5,0,0.2,Single cell invasion,0.083333333
400,5,0,0.3,No invasion,0.916666667
400,5,0,0.3,Single cell invasion,0.083333333
400,5,0,0.4,No invasion,0.916666667
400,5,0,0.4,Single cell invasion,0.083333333
400,5,0,0.5,No invasion,0.833333333
400,5,0,0.5,Single cell invasion,0.166666667
400,5,0,0.6,No invasion,0.833333333
400,5,0,0.6,Single cell invasion,0.166666667
400,5,0,0.7,No invasion,0.916666667
400,5,0,0.7,Single cell invasion,0.083333333
400,5,0,0.8,No invasion,0.916666667
400,5,0,0.8,Single cell invasion,0.083333333
400,5,0,0.9,No invasion,1
400,5,0,1,No invasion,0.916666667
400,5,0,1,Single cell invasion,0.083333333
400,5,3,0,Multimodal invasion,0.083333333
400,5,3,0,Single cell invasion,0.916666667
400,5,3,0.1,Single cell invasion,1
400,5,3,0.2,No invasion,0.25
400,5,3,0.2,Single cell invasion,0.75
400,5,3,0.3,No invasion,0.166666667
400,5,3,0.3,Single cell invasion,0.833333333
400,5,3,0.4,Multimodal invasion,0.083333333
400,5,3,0.4,No invasion,0.083333333
400,5,3,0.4,Single cell invasion,0.833333333
400,5,3,0.5,No invasion,0.083333333
400,5,3,0.5,Single cell invasion,0.916666667
400,5,3,0.6,No invasion,0.166666667
400,5,3,0.6,Single cell invasion,0.833333333
400,5,3,0.7,Multimodal invasion,0.083333333
400,5,3,0.7,No invasion,0.166666667
400,5,3,0.7,Single cell invasion,0.75
400,5,3,0.8,Multimodal invasion,0.166666667
400,5,3,0.8,No invasion,0.166666667
400,5,3,0.8,Single cell invasion,0.666666667
400,5,3,0.9,Multimodal invasion,0.083333333
400,5,3,0.9,No invasion,0.166666667
400,5,3,0.9,Single cell invasion,0.75
400,5,3,1,No invasion,0.083333333
400,5,3,1,Single cell invasion,0.916666667
400,5,6,0,Multimodal invasion,0.666666667
400,5,6,0,Single cell invasion,0.333333333
400,5,6,0.1,Multimodal invasion,0.583333333
400,5,6,0.1,Single cell invasion,0.416666667
400,5,6,0.2,Multimodal invasion,0.666666667
400,5,6,0.2,Single cell invasion,0.333333333
400,5,6,0.3,Multimodal invasion,0.5
400,5,6,0.3,Single cell invasion,0.5
400,5,6,0.4,Multimodal invasion,0.416666667
400,5,6,0.4,Single cell invasion,0.583333333
400,5,6,0.5,Multimodal invasion,0.5
400,5,6,0.5,Single cell invasion,0.5
400,5,6,0.6,Multimodal invasion,0.416666667
400,5,6,0.6,Single cell invasion,0.583333333
400,5,6,0.7,Multimodal invasion,0.75
400,5,6,0.7,Single cell invasion,0.25
400,5,6,0.8,Multimodal invasion,0.583333333
400,5,6,0.8,Single cell invasion,0.416666667
400,5,6,0.9,Multimodal invasion,0.583333333
400,5,6,0.9,Single cell invasion,0.416666667
400,5,6,1,Multimodal invasion,0.666666667
400,5,6,1,Single cell invasion,0.333333333
400,5,9,0,Multimodal invasion,0.916666667
400,5,9,0,Single cell invasion,0.083333333
400,5,9,0.1,Multimodal invasion,1
400,5,9,0.2,Multimodal invasion,1
400,5,9,0.3,Multimodal invasion,0.833333333
400,5,9,0.3,Single cell invasion,0.166666667
400,5,9,0.4,Multimodal invasion,0.916666667
400,5,9,0.4,Single cell invasion,0.083333333
400,5,9,0.5,Multimodal invasion,0.833333333
400,5,9,0.5,Single cell invasion,0.166666667
400,5,9,0.6,Multimodal invasion,0.916666667
400,5,9,0.6,Single cell invasion,0.083333333
400,5,9,0.7,Multimodal invasion,1
400,5,9,0.8,Multimodal invasion,1
400,5,9,0.9,Multimodal invasion,1
400,5,9,1,Multimodal invasion,1
400,5,12,0,Multimodal invasion,1
400,5,12,0.1,Multimodal invasion,1
400,5,12,0.2,Multimodal invasion,1
400,5,12,0.3,Multimodal invasion,1
400,5,12,0.4,Multimodal invasion,1
400,5,12,0.5,Multimodal invasion,1
400,5,12,0.6,Multimodal invasion,1
400,5,12,0.7,Multimodal invasion,1
400,5,12,0.8,Multimodal invasion,1
400,5,12,0.9,Multimodal invasion,1
400,5,12,1,Multimodal invasion,1
400,5,15,0,Multimodal invasion,1
400,5,15,0.1,Multimodal invasion,1
400,5,15,0.2,Multimodal invasion,1
400,5,15,0.3,Multimodal invasion,1
400,5,15,0.4,Multimodal invasion,1
400,5,15,0.5,Multimodal invasion,1
400,5,15,0.6,Multimodal invasion,1
400,5,15,0.7,Multimodal invasion,1
400,5,15,0.8,Multimodal invasion,1
400,5,15,0.9,Multimodal invasion,1
400,5,15,1,Multimodal invasion,1
400,5,18,0,Multimodal invasion,1
400,5,18,0.1,Multimodal invasion,1
400,5,18,0.2,Multimodal invasion,1
400,5,18,0.3,Multimodal invasion,1
400,5,18,0.4,Multimodal invasion,1
400,5,18,0.5,Multimodal invasion,1
400,5,18,0.6,Multimodal invasion,1
400,5,18,0.7,Multimodal invasion,1
400,5,18,0.8,Multimodal invasion,1
400,5,18,0.9,Multimodal invasion,1
400,5,18,1,Multimodal invasion,1
400,5,21,0,Multimodal invasion,1
400,5,21,0.1,Multimodal invasion,1
400,5,21,0.2,Multimodal invasion,1
400,5,21,0.3,Multimodal invasion,1
400,5,21,0.4,Multimodal invasion,1
400,5,21,0.5,Multimodal invasion,1
400,5,21,0.6,Multimodal invasion,1
400,5,21,0.7,Multimodal invasion,1
400,5,21,0.8,Multimodal invasion,1
400,5,21,0.9,Multimodal invasion,1
400,5,21,1,Multimodal invasion,1
400,5,24,0,Multimodal invasion,1
400,5,24,0.1,Multimodal invasion,1
400,5,24,0.2,Multimodal invasion,1
400,5,24,0.3,Multimodal invasion,1
400,5,24,0.4,Multimodal invasion,1
400,5,24,0.5,Multimodal invasion,1
400,5,24,0.6,Multimodal invasion,1
400,5,24,0.7,Multimodal invasion,1
400,5,24,0.8,Multimodal invasion,1
400,5,24,0.9,Multimodal invasion,1
400,5,24,1,Multimodal invasion,1
400,5,27,0,Multimodal invasion,1
400,5,27,0.1,Multimodal invasion,1
400,5,27,0.2,Multimodal invasion,1
400,5,27,0.3,Multimodal invasion,1
400,5,27,0.4,Multimodal invasion,1
400,5,27,0.5,Multimodal invasion,1
400,5,27,0.6,Multimodal invasion,1
400,5,27,0.7,Multimodal invasion,1
400,5,27,0.8,Multimodal invasion,1
400,5,27,0.9,Multimodal invasion,1
400,5,27,1,Multimodal invasion,1
400,5,30,0,Multimodal invasion,1
400,5,30,0.1,Multimodal invasion,1
400,5,30,0.2,Multimodal invasion,1
400,5,30,0.3,Multimodal invasion,1
400,5,30,0.4,Multimodal invasion,1
400,5,30,0.5,Multimodal invasion,1
400,5,30,0.6,Multimodal invasion,1
400,5,30,0.7,Multimodal invasion,1
400,5,30,0.8,Multimodal invasion,1
400,5,30,0.9,Multimodal invasion,1
400,5,30,1,Multimodal invasion,1
500,-5,0,0,No invasion,1
500,-5,0,0.1,No invasion,1
500,-5,0,0.2,No invasion,1
500,-5,0,0.3,No invasion,1
500,-5,0,0.4,No invasion,1
500,-5,0,0.5,No invasion,1
500,-5,0,0.6,No invasion,1
500,-5,0,0.7,No invasion,1
500,-5,0,0.8,No invasion,1
500,-5,0,0.9,No invasion,1
500,-5,0,1,No invasion,1
500,-5,3,0,No invasion,1
500,-5,3,0.1,No invasion,1
500,-5,3,0.2,No invasion,1
500,-5,3,0.3,No invasion,1
500,-5,3,0.4,No invasion,1
500,-5,3,0.5,No invasion,1
500,-5,3,0.6,No invasion,1
500,-5,3,0.7,No invasion,1
500,-5,3,0.8,No invasion,1
500,-5,3,0.9,No invasion,1
500,-5,3,1,No invasion,1
500,-5,6,0,No invasion,1
500,-5,6,0.1,No invasion,1
500,-5,6,0.2,No invasion,1
500,-5,6,0.3,No invasion,1
500,-5,6,0.4,No invasion,1
500,-5,6,0.5,No invasion,1
500,-5,6,0.6,No invasion,1
500,-5,6,0.7,No invasion,1
500,-5,6,0.8,No invasion,1
500,-5,6,0.9,No invasion,1
500,-5,6,1,Bulk invasion,0.25
500,-5,6,1,No invasion,0.75
500,-5,9,0,No invasion,1
500,-5,9,0.1,No invasion,1
500,-5,9,0.2,No invasion,1
500,-5,9,0.3,No invasion,1
500,-5,9,0.4,No invasion,1
500,-5,9,0.5,No invasion,1
500,-5,9,0.6,Bulk invasion,0.083333333
500,-5,9,0.6,No invasion,0.916666667
500,-5,9,0.7,Bulk invasion,0.083333333
500,-5,9,0.7,No invasion,0.916666667
500,-5,9,0.8,Bulk invasion,0.083333333
500,-5,9,0.8,No invasion,0.916666667
500,-5,9,0.9,No invasion,1
500,-5,9,1,Bulk invasion,0.166666667
500,-5,9,1,No invasion,0.833333333
500,-5,12,0,No invasion,1
500,-5,12,0.1,No invasion,1
500,-5,12,0.2,Bulk invasion,0.083333333
500,-5,12,0.2,No invasion,0.916666667
500,-5,12,0.3,Bulk invasion,0.083333333
500,-5,12,0.3,No invasion,0.916666667
500,-5,12,0.4,No invasion,1
500,-5,12,0.5,No invasion,1
500,-5,12,0.6,No invasion,1
500,-5,12,0.7,Bulk invasion,0.166666667
500,-5,12,0.7,No invasion,0.833333333
500,-5,12,0.8,No invasion,1
500,-5,12,0.9,No invasion,1
500,-5,12,1,Bulk invasion,0.083333333
500,-5,12,1,No invasion,0.916666667
500,-5,15,0,No invasion,1
500,-5,15,0.1,Bulk invasion,0.083333333
500,-5,15,0.1,No invasion,0.916666667
500,-5,15,0.2,Bulk invasion,0.083333333
500,-5,15,0.2,No invasion,0.916666667
500,-5,15,0.3,Bulk invasion,0.25
500,-5,15,0.3,No invasion,0.75
500,-5,15,0.4,Bulk invasion,0.083333333
500,-5,15,0.4,No invasion,0.916666667
500,-5,15,0.5,Bulk invasion,0.25
500,-5,15,0.5,No invasion,0.75
500,-5,15,0.6,No invasion,1
500,-5,15,0.7,No invasion,1
500,-5,15,0.8,Bulk invasion,0.083333333
500,-5,15,0.8,No invasion,0.916666667
500,-5,15,0.9,Bulk invasion,0.083333333
500,-5,15,0.9,No invasion,0.916666667
500,-5,15,1,Bulk invasion,0.333333333
500,-5,15,1,No invasion,0.666666667
500,-5,18,0,Bulk invasion,0.416666667
500,-5,18,0,No invasion,0.583333333
500,-5,18,0.1,Bulk invasion,0.5
500,-5,18,0.1,No invasion,0.5
500,-5,18,0.2,Bulk invasion,0.416666667
500,-5,18,0.2,No invasion,0.583333333
500,-5,18,0.3,Bulk invasion,0.416666667
500,-5,18,0.3,No invasion,0.583333333
500,-5,18,0.4,Bulk invasion,0.5
500,-5,18,0.4,No invasion,0.5
500,-5,18,0.5,Bulk invasion,0.416666667
500,-5,18,0.5,No invasion,0.583333333
500,-5,18,0.6,Bulk invasion,0.5
500,-5,18,0.6,No invasion,0.5
500,-5,18,0.7,Bulk invasion,0.166666667
500,-5,18,0.7,No invasion,0.833333333
500,-5,18,0.8,Bulk invasion,0.5
500,-5,18,0.8,No invasion,0.5
500,-5,18,0.9,Bulk invasion,0.333333333
500,-5,18,0.9,No invasion,0.666666667
500,-5,18,1,Bulk invasion,0.166666667
500,-5,18,1,No invasion,0.833333333
500,-5,21,0,Bulk invasion,0.666666667
500,-5,21,0,No invasion,0.333333333
500,-5,21,0.1,Bulk invasion,0.916666667
500,-5,21,0.1,No invasion,0.083333333
500,-5,21,0.2,Bulk invasion,0.916666667
500,-5,21,0.2,No invasion,0.083333333
500,-5,21,0.3,Bulk invasion,0.833333333
500,-5,21,0.3,No invasion,0.166666667
500,-5,21,0.4,Bulk invasion,0.666666667
500,-5,21,0.4,No invasion,0.333333333
500,-5,21,0.5,Bulk invasion,0.75
500,-5,21,0.5,No invasion,0.25
500,-5,21,0.6,Bulk invasion,0.833333333
500,-5,21,0.6,No invasion,0.166666667
500,-5,21,0.7,Bulk invasion,0.75
500,-5,21,0.7,No invasion,0.25
500,-5,21,0.8,Bulk invasion,0.916666667
500,-5,21,0.8,No invasion,0.083333333
500,-5,21,0.9,Bulk invasion,0.916666667
500,-5,21,0.9,No invasion,0.083333333
500,-5,21,1,Bulk invasion,0.916666667
500,-5,21,1,No invasion,0.083333333
500,-5,24,0,Bulk invasion,1
500,-5,24,0.1,Bulk invasion,1
500,-5,24,0.2,Bulk invasion,1
500,-5,24,0.3,Bulk invasion,1
500,-5,24,0.4,Bulk invasion,1
500,-5,24,0.5,Bulk invasion,1
500,-5,24,0.6,Bulk invasion,1
500,-5,24,0.7,Bulk invasion,1
500,-5,24,0.8,Bulk invasion,1
500,-5,24,0.9,Bulk invasion,1
500,-5,24,1,Bulk invasion,1
500,-5,27,0,Bulk invasion,1
500,-5,27,0.1,Bulk invasion,1
